symbol,oos_total_return_pct,oos_sharpe,oos_max_drawdown_pct,oos_win_rate_pct,buy_hold_total_return_pct
BTC-USDT,0.05164345196497777,0.033396442889583544,-4.230377957065934,50.0,-34.70930413937955
ETH-USDT,1.7656554890829401,0.3982672710625811,-3.242743545134119,54.54545454545454,-36.77352063929399
